Date,Open,High,Low,Close
2008-11-14,898.13,914.35,869.91,873.29
2008-11-17,863.22,881.31,850.45,850.75
2008-11-18,848.4,864.66,827.83,859.12
2008-11-19,855.87,863.48,806.54,806.58
2008-11-20,801.19,814.56,747.88,752.44
2008-11-21,766.9,800.23,744.24,800.03
2008-11-24,801.2,865.6,801.2,851.81
2008-11-25,853.4,868.94,834.99,857.39
2008-11-26,852.9,887.68,841.37,887.68
2008-11-28,886.89,896.25,881.21,896.24
2008-12-01,888.61,888.61,815.69,816.21
2008-12-02,817.94,850.54,817.94,848.81
2008-12-03,843.6,873.12,827.6,870.74
2008-12-04,869.75,875.6,833.6,845.22
2008-12-05,844.43,879.42,818.41,876.07
2008-12-08,882.71,918.57,882.71,909.7
2008-12-09,906.48,916.26,885.38,888.67
2008-12-10,892.17,908.27,885.45,899.24
2008-12-11,898.35,904.63,868.73,873.59
2008-12-12,871.79,883.24,851.35,879.73
2008-12-15,881.07,884.63,857.72,868.57
2008-12-16,871.53,914.66,871.53,913.18
2008-12-17,908.16,918.85,895.94,904.42
2008-12-18,905.98,911.02,877.44,885.28
2008-12-19,886.96,905.47,883.02,887.88
2008-12-22,887.2,887.37,857.09,871.63
2008-12-23,874.31,880.44,860.1,863.16
2008-12-24,863.87,869.79,861.44,868.15
2008-12-26,869.51,873.74,866.52,872.8
2008-12-29,872.37,873.7,857.07,869.42
2008-12-30,870.58,891.12,870.58,890.64
2008-12-31,890.59,910.32,889.67,903.25
2009-01-02,902.99,934.73,899.35,931.8
2009-01-05,929.17,936.63,919.53,927.45
2009-01-06,931.17,943.85,927.28,934.7
2009-01-07,927.45,927.45,902.37,906.65
2009-01-08,905.73,910.0,896.81,909.73
2009-01-09,909.91,911.93,888.31,890.35
2009-01-12,890.4,890.4,864.32,870.26
2009-01-13,869.79,877.02,862.02,871.79
2009-01-14,867.28,867.28,836.93,842.62
2009-01-15,841.99,851.59,817.04,843.74
2009-01-16,844.45,858.13,830.66,850.12
2009-01-20,849.64,849.64,804.47,805.22
2009-01-21,806.77,841.72,804.3,840.24
2009-01-22,839.74,839.74,811.29,827.5
2009-01-23,822.16,838.61,806.07,831.95
2009-01-26,832.5,852.53,827.69,836.57
2009-01-27,837.3,850.45,835.4,845.71
2009-01-28,845.73,877.86,845.73,874.09
2009-01-29,868.89,868.89,844.15,845.14
2009-01-30,845.69,851.66,821.67,825.88
2009-02-02,823.09,830.78,812.87,825.44
2009-02-03,825.69,842.6,821.98,838.51
2009-02-04,837.77,851.85,829.18,832.23
2009-02-05,831.75,850.55,819.91,845.85
2009-02-06,846.09,870.75,845.42,868.6
2009-02-09,868.24,875.01,861.65,869.89
2009-02-10,866.87,868.05,822.99,827.16
2009-02-11,827.41,838.22,822.3,833.74
2009-02-12,829.91,835.48,808.06,835.19
2009-02-13,833.95,839.43,825.21,826.84
2009-02-17,818.61,818.61,789.17,789.17
2009-02-18,791.06,796.17,780.43,788.42
2009-02-19,787.91,797.58,777.03,778.94
2009-02-20,775.87,778.69,754.25,770.05
2009-02-23,773.25,777.85,742.37,743.33
2009-02-24,744.69,775.49,744.69,773.14
2009-02-25,770.64,780.12,752.89,764.9
2009-02-26,765.76,779.42,751.75,752.83
2009-02-27,749.93,751.27,734.52,735.09
2009-03-02,729.57,729.57,699.7,700.82
2009-03-03,704.44,711.67,692.3,696.33
2009-03-04,712.86,712.87,712.86,712.87
2009-03-05,708.27,708.27,677.93,682.55
2009-03-06,684.04,699.09,666.79,683.38
2009-03-09,680.76,695.27,672.88,676.53
2009-03-10,679.28,719.6,679.28,719.6
2009-03-11,719.59,731.92,713.85,721.36
2009-03-12,720.89,752.63,714.76,750.74
2009-03-13,751.97,758.29,742.46,756.55
2009-03-16,758.84,774.53,753.37,753.89
2009-03-17,753.88,778.12,749.93,778.12
2009-03-18,776.01,803.04,765.64,794.35
2009-03-19,797.92,803.24,781.82,784.04
2009-03-20,784.58,788.91,766.2,768.54
2009-03-23,772.31,823.37,772.31,822.92
2009-03-24,820.6,823.65,805.48,806.25
2009-03-25,806.81,826.78,791.37,813.88
2009-03-26,814.06,832.98,814.06,832.86
2009-03-27,828.68,828.68,813.43,815.94
2009-03-30,809.07,809.07,779.81,787.53
2009-03-31,795.18,810.48,792.92,797.87
2009-04-01,793.59,813.62,783.32,811.08
2009-04-02,814.53,845.61,814.53,834.38
2009-04-03,835.13,842.5,826.7,842.5
2009-04-06,839.75,839.75,822.79,835.48
2009-04-07,834.12,834.12,814.53,815.55
2009-04-08,816.76,828.42,814.84,825.16
2009-04-09,829.29,856.91,829.29,856.56
2009-04-13,855.33,864.31,845.35,858.73
2009-04-14,856.88,856.88,840.25,841.5
2009-04-15,839.44,852.93,835.58,852.06
2009-04-16,854.54,870.35,847.04,865.3
2009-04-17,865.18,875.63,860.87,869.6
2009-04-20,868.27,868.27,832.39,832.39
2009-04-21,831.25,850.09,826.83,850.08
2009-04-22,847.26,861.78,840.57,843.55
2009-04-23,844.62,852.87,835.45,851.92
2009-04-24,853.91,871.8,853.91,866.23
2009-04-27,862.82,868.83,854.65,857.51
2009-04-28,854.48,864.48,847.12,855.16
2009-04-29,856.85,882.06,856.85,873.64
2009-04-30,876.59,888.7,868.51,872.81
2009-05-01,872.74,880.48,866.1,877.52
2009-05-04,879.21,907.85,879.21,907.24
2009-05-05,906.1,907.7,897.34,903.8
2009-05-06,903.95,920.28,903.95,919.53
2009-05-07,919.58,929.58,901.36,907.39
2009-05-08,911.73,930.17,911.73,929.23
2009-05-11,922.99,922.99,908.68,909.24
2009-05-12,910.52,915.57,896.46,908.35
2009-05-13,905.4,905.4,882.8,883.92
2009-05-14,884.24,898.36,882.52,893.07
2009-05-15,892.76,896.97,878.94,882.88
2009-05-18,886.07,910.0,886.07,909.71
2009-05-19,909.67,916.39,905.22,908.13
2009-05-20,908.62,924.6,901.37,903.47
2009-05-21,900.42,900.42,879.61,888.33
2009-05-22,888.68,896.65,883.75,887.0
2009-05-26,887.0,911.76,881.46,910.33
2009-05-27,909.95,913.84,891.87,893.06
2009-05-28,892.96,909.45,887.6,906.83
2009-05-29,907.02,920.02,903.56,919.14
2009-06-01,923.26,947.77,923.26,942.87
2009-06-02,942.87,949.38,938.46,944.74
2009-06-03,942.51,942.51,923.85,931.76
2009-06-04,932.49,942.47,929.32,942.46
2009-06-05,945.67,951.69,934.13,940.09
2009-06-08,938.12,946.33,926.44,939.14
2009-06-09,940.35,946.92,936.15,942.43
2009-06-10,942.73,949.77,927.97,939.15
2009-06-11,939.04,956.23,939.04,944.89
2009-06-12,943.44,946.3,935.66,946.21
2009-06-15,942.45,942.45,919.65,923.72
2009-06-16,925.6,928.0,911.6,911.97
2009-06-17,911.89,918.44,903.78,910.71
2009-06-18,910.86,921.93,907.94,918.37
2009-06-19,919.96,927.09,915.8,921.23
2009-06-22,918.13,918.13,893.04,893.04
2009-06-23,893.46,898.69,888.86,895.1
2009-06-24,896.31,910.85,896.31,900.94
2009-06-25,899.45,921.42,896.27,920.26
2009-06-26,918.84,922.0,913.03,918.9
2009-06-29,919.86,927.99,916.18,927.23
2009-06-30,927.15,930.01,912.86,919.32
2009-07-01,920.82,931.92,920.82,923.33
2009-07-02,921.24,921.24,896.42,896.42
2009-07-06,894.27,898.72,886.36,898.72
2009-07-07,898.6,898.6,879.93,881.03
2009-07-08,881.9,886.8,869.32,879.56
2009-07-09,881.28,887.86,878.45,882.68
2009-07-10,880.03,883.57,872.81,879.13
2009-07-13,879.57,901.05,875.32,901.05
2009-07-14,900.77,905.84,896.5,905.84
2009-07-15,910.15,933.95,910.15,932.68
2009-07-16,930.17,943.96,927.45,940.74
2009-07-17,940.56,941.89,934.65,940.38
2009-07-20,942.07,951.62,940.99,951.13
2009-07-21,951.97,956.53,943.22,954.58
2009-07-22,953.4,959.83,947.75,954.07
2009-07-23,954.07,979.42,953.27,976.29
2009-07-24,972.16,979.79,965.95,979.26
2009-07-27,978.63,982.49,972.29,982.18
2009-07-28,981.48,982.35,969.35,979.62
2009-07-29,977.66,977.76,968.65,975.15
2009-07-30,976.01,996.68,976.01,986.75
2009-07-31,986.8,993.18,982.85,987.48
2009-08-03,990.22,1003.61,990.22,1002.63
2009-08-04,1001.41,1007.12,996.68,1005.65
2009-08-05,1005.41,1006.64,994.31,1002.72
2009-08-06,1004.06,1008.0,992.49,997.08
2009-08-07,999.83,1018.0,999.83,1010.48
2009-08-10,1008.89,1010.12,1000.99,1007.1
2009-08-11,1005.77,1005.77,992.4,994.35
2009-08-12,994.0,1012.78,993.36,1005.81
2009-08-13,1005.86,1013.14,1000.82,1012.73
2009-08-14,1012.23,1012.6,994.6,1004.09
2009-08-17,998.18,998.18,978.51,979.73
2009-08-18,980.62,991.2,980.62,989.67
2009-08-19,986.88,999.61,980.62,996.46
2009-08-20,996.41,1008.92,996.39,1007.37
2009-08-21,1009.06,1027.59,1009.06,1026.13
2009-08-24,1026.59,1035.82,1022.48,1025.57
2009-08-25,1026.63,1037.75,1026.21,1028.0
2009-08-26,1027.35,1032.47,1021.57,1028.12
2009-08-27,1027.81,1033.33,1016.2,1030.98
2009-08-28,1031.62,1039.47,1023.13,1028.93
2009-08-31,1025.21,1025.21,1014.62,1020.62
2009-09-01,1019.52,1028.45,996.28,998.04
2009-09-02,996.07,1000.34,991.97,994.75
2009-09-03,996.12,1003.43,992.25,1003.24
2009-09-04,1003.84,1016.48,1001.65,1016.4
2009-09-08,1018.67,1026.07,1018.67,1025.39
2009-09-09,1025.36,1036.34,1023.97,1033.37
2009-09-10,1032.99,1044.14,1028.04,1044.14
2009-09-11,1043.92,1048.18,1038.4,1042.73
2009-09-14,1040.15,1049.74,1035.0,1049.34
2009-09-15,1049.03,1056.04,1043.42,1052.63
2009-09-16,1053.99,1068.76,1052.87,1068.76
2009-09-17,1067.87,1074.77,1061.2,1065.49
2009-09-18,1066.6,1071.52,1064.27,1068.3
2009-09-21,1067.14,1067.28,1057.46,1064.66
2009-09-22,1066.35,1073.81,1066.35,1071.66
2009-09-23,1072.69,1080.15,1060.39,1060.87
2009-09-24,1062.56,1066.29,1045.85,1050.78
2009-09-25,1049.48,1053.47,1041.17,1044.38
2009-09-28,1045.38,1065.13,1045.38,1062.98
2009-09-29,1063.69,1069.62,1057.83,1060.61
2009-09-30,1061.02,1063.4,1046.47,1057.08
2009-10-01,1054.91,1054.91,1029.45,1029.85
2009-10-02,1029.71,1030.6,1019.95,1025.21
2009-10-05,1026.87,1042.58,1025.92,1040.46
2009-10-06,1042.02,1060.55,1042.02,1054.72
2009-10-07,1053.65,1058.02,1050.1,1057.58
2009-10-08,1060.03,1070.67,1060.03,1065.48
2009-10-09,1065.28,1071.51,1063.0,1071.49
2009-10-12,1071.63,1079.46,1071.63,1076.19
2009-10-13,1074.96,1075.3,1066.71,1073.19
2009-10-14,1078.68,1093.17,1078.68,1092.02
2009-10-15,1090.36,1096.56,1086.41,1096.56
2009-10-16,1094.67,1094.67,1081.53,1087.68
2009-10-19,1088.22,1100.17,1086.48,1097.91
2009-10-20,1098.64,1098.64,1086.16,1091.06
2009-10-21,1090.36,1101.36,1080.77,1081.4
2009-10-22,1080.96,1095.21,1074.31,1092.91
2009-10-23,1095.62,1095.83,1075.49,1079.6
2009-10-26,1080.36,1091.75,1065.23,1066.95
2009-10-27,1067.54,1072.48,1060.62,1063.41
2009-10-28,1061.51,1063.26,1042.19,1042.63
2009-10-29,1043.69,1066.83,1043.69,1066.11
2009-10-30,1065.41,1065.41,1033.38,1036.19
2009-11-02,1036.18,1052.18,1029.38,1042.88
2009-11-03,1040.92,1046.36,1033.94,1045.41
2009-11-04,1047.14,1061.0,1045.15,1046.5
2009-11-05,1047.3,1066.65,1047.3,1066.63
2009-11-06,1064.95,1071.48,1059.32,1069.3
2009-11-09,1072.31,1093.19,1072.31,1093.08
2009-11-10,1091.86,1096.42,1087.4,1093.01
2009-11-11,1096.04,1105.37,1093.81,1098.51
2009-11-12,1098.31,1101.97,1084.9,1087.24
2009-11-13,1087.59,1097.79,1085.33,1093.48
2009-11-16,1094.13,1113.69,1094.13,1109.3
2009-11-17,1109.22,1110.52,1102.19,1110.32
2009-11-18,1109.44,1111.1,1102.7,1109.8
2009-11-19,1106.44,1106.44,1088.4,1094.9
2009-11-20,1094.66,1094.66,1086.81,1091.38
2009-11-23,1094.86,1112.38,1094.86,1106.24
2009-11-24,1105.83,1107.56,1097.63,1105.65
2009-11-25,1106.49,1111.18,1104.75,1110.63
2009-11-27,1105.47,1105.47,1083.74,1091.49
2009-11-30,1091.07,1097.24,1086.25,1095.63
2009-12-01,1098.89,1112.28,1098.89,1108.86
2009-12-02,1109.03,1115.58,1105.29,1109.24
2009-12-03,1110.59,1117.28,1098.74,1099.92
2009-12-04,1100.43,1119.13,1096.52,1105.98
2009-12-07,1105.52,1110.72,1100.83,1103.25
2009-12-08,1103.04,1103.04,1088.61,1091.94
2009-12-09,1091.07,1097.04,1085.89,1095.95
2009-12-10,1098.69,1106.25,1098.69,1102.35
2009-12-11,1103.96,1108.5,1101.34,1106.41
2009-12-14,1107.84,1114.76,1107.84,1114.11
2009-12-15,1114.11,1114.11,1105.35,1107.93
2009-12-16,1108.61,1116.21,1107.96,1109.18
2009-12-17,1106.36,1106.36,1095.88,1096.08
2009-12-18,1097.86,1103.74,1093.88,1102.47
2009-12-21,1105.31,1117.68,1105.31,1114.05
2009-12-22,1114.51,1120.27,1114.51,1118.02
2009-12-23,1118.84,1121.58,1116.0,1120.59
2009-12-24,1121.08,1126.48,1121.08,1126.48
2009-12-28,1127.53,1130.38,1123.51,1127.78
2009-12-29,1128.55,1130.38,1126.08,1126.2
2009-12-30,1125.53,1126.42,1121.94,1126.42
2009-12-31,1126.6,1127.64,1114.81,1115.1
2010-01-04,1116.56,1133.87,1116.56,1132.99
2010-01-05,1132.66,1136.63,1129.66,1136.52
2010-01-06,1135.71,1139.19,1133.95,1135.71
2010-01-07,1136.27,1142.46,1131.32,1141.69
2010-01-08,1140.52,1145.39,1136.22,1144.98
2010-01-11,1145.96,1149.74,1117.28,1146.98
2010-01-12,1143.81,1143.81,1131.77,1136.22
2010-01-13,1137.31,1148.4,1133.18,1145.68
2010-01-14,1144.87,1150.41,1143.8,1144.89
2010-01-15,1147.72,1147.77,1131.39,1136.03
2010-01-19,1136.03,1150.45,1135.77,1150.23
2010-01-20,1147.95,1147.95,1129.25,1138.04
2010-01-21,1138.68,1141.58,1114.84,1116.48
2010-01-22,1115.49,1115.49,1090.18,1115.49
2010-01-25,1092.4,1102.97,1092.4,1096.78
2010-01-26,1095.8,1103.69,1089.86,1092.17
2010-01-27,1091.94,1099.51,1083.11,1097.5
2010-01-28,1096.93,1100.22,1078.46,1084.53
2010-01-29,1087.61,1096.45,1071.59,1073.87
2010-02-01,1073.89,1089.38,1073.89,1089.19
2010-02-02,1090.05,1104.73,1087.96,1103.32
2010-02-03,1100.67,1102.72,1093.97,1097.28
2010-02-04,1097.25,1097.25,1062.78,1063.11
2010-02-05,1064.12,1067.13,1044.5,1066.19
2010-02-08,1065.51,1071.2,1056.51,1056.74
2010-02-09,1060.06,1079.28,1060.06,1070.52
2010-02-10,1069.68,1073.67,1059.34,1068.13
2010-02-11,1067.1,1080.04,1060.59,1078.47
2010-02-12,1075.95,1077.81,1062.97,1075.51
2010-02-16,1081.21,1095.67,1081.21,1094.87
2010-02-17,1096.14,1101.03,1094.78,1099.51
2010-02-18,1099.03,1108.24,1097.48,1106.75
2010-02-19,1105.49,1112.42,1100.8,1109.17
2010-02-22,1110.0,1112.29,1105.38,1108.01
2010-02-23,1107.49,1108.58,1092.18,1094.6
2010-02-24,1095.89,1106.42,1095.5,1105.24
2010-02-25,1101.24,1103.5,1086.02,1102.94
2010-02-26,1103.1,1107.24,1097.56,1104.49
2010-03-01,1105.36,1116.11,1105.36,1115.71
2010-03-02,1117.77,1123.46,1116.51,1118.31
2010-03-03,1119.36,1125.64,1116.58,1118.79
2010-03-04,1119.12,1123.73,1116.66,1122.97
2010-03-05,1125.12,1139.38,1125.12,1138.7
